_id,courses,status,__v,createdAt,response_date,responser,updatedAt
6099f5096d3ba12100e6cad3,6099e646f1da7321f5f922bf,1,0,2021-05-11 03:07:53.088,2021-05-11 03:07:53.110,6094fa2942852e72de6d5658,2021-05-11 03:07:53.110
6099f5156d3ba12100e6cad5,6099ebfce803d120b85ec0a9,1,0,2021-05-11 03:08:06.001,2021-05-11 03:08:06.012,6094fa2942852e72de6d5658,2021-05-11 03:08:06.012
609a184bdc5f852209983611,6099f5bca69ac0238c00a0f8,1,0,2021-05-11 05:38:19.919,2021-05-11 05:38:19.965,6094fa2942852e72de6d5658,2021-05-11 05:38:19.965
609a18572addc520e61c86f1,6099f8ab637a7e20c0d49614,1,0,2021-05-11 05:38:31.339,2021-05-11 05:38:31.349,6094fa2942852e72de6d5658,2021-05-11 05:38:31.349
609a338ecf3cb42231908f8d,6098c81552c90013256ee885,1,0,2021-05-11 07:34:38.219,2021-05-11 07:34:38.278,6094f9050b00416b02e98fb8,2021-05-11 07:34:38.278
609a5ff8a3a9e320d7e2b8fb,609a0b5b4042a820d2da1cdf,1,0,2021-05-11 10:44:08.908,2021-05-11 10:44:08.979,6094f8a26aedc36acab1036c,2021-05-11 10:44:08.979
609a60f92c245a20c98d8625,609a360e764931920e6094c3,1,0,2021-05-11 10:48:25.851,2021-05-11 10:48:25.881,6094f8a26aedc36acab1036c,2021-05-11 10:48:25.882
609a66c4548b71237e9db4a3,6098fd51ada1c61054abb4ef,1,0,2021-05-11 11:13:08.167,2021-05-11 11:13:08.186,6097d9a12f4c41131d66b8b3,2021-05-11 11:13:08.187
609aa369cf3cb4223190a708,609954c0beba601077600414,1,0,2021-05-11 15:31:53.985,2021-05-11 15:31:54.068,6097d9dfa33c5c13108d7100,2021-05-11 15:31:54.069
609aa394d5c7ff20b23feec5,6098d49e01c156105d56a586,1,0,2021-05-11 15:32:36.025,2021-05-11 15:32:36.036,6097d9dfa33c5c13108d7100,2021-05-11 15:32:36.036
609b29dfd5c7ff20b23feecf,609a38a79fd21b23c349023b,1,0,2021-05-12 01:05:35.689,2021-05-12 01:05:35.764,6094f8a26aedc36acab1036c,2021-05-12 01:05:35.764
609b302a0da1ae20f6d45382,609a3a0b49865223af428b6a,1,0,2021-05-12 01:32:26.350,2021-05-12 01:32:26.385,6094f8a26aedc36acab1036c,2021-05-12 01:32:26.385
609b3a85cf3cb4223190ba29,6099ebb90da1ae20f6d45311,1,0,2021-05-12 02:16:37.731,2021-05-12 02:16:37.763,6094f85442852e72de6d5654,2021-05-12 02:16:37.763
609b4d96f1da7321f5f983cd,609a0c51fb46dc238dcfcb35,1,0,2021-05-12 03:37:58.851,2021-05-12 03:37:58.985,6094f85442852e72de6d5654,2021-05-12 03:37:58.985
609b4ea6b0a428210f5d743e,609b43dccf3cb4223190ba2c,1,0,2021-05-12 03:42:30.267,2021-05-12 03:42:30.288,6094f85442852e72de6d5654,2021-05-12 03:42:30.288
609b565f6d3ba12100e72cc2,609b4ec0dc5f8522099890f2,1,0,2021-05-12 04:15:27.750,2021-05-12 04:15:27.787,6094f85442852e72de6d5654,2021-05-12 04:15:27.788
609b5767548b71237e9ddf0f,609b4db014dca82233ecbbb4,1,0,2021-05-12 04:19:51.388,2021-05-12 04:19:51.416,6094f85442852e72de6d5654,2021-05-12 04:19:51.417
609b5c23580af920dfecf3cc,609a3b5022aa5420dbc6f89b,1,0,2021-05-12 04:40:03.369,2021-05-12 04:40:03.381,6093b6caf37b7efe8424a477,2021-05-12 04:40:03.381
609b86c658404120e03801f0,609b53d10cc1f1211952d936,1,0,2021-05-12 07:41:58.814,2021-05-12 07:41:58.945,6097d9a12f4c41131d66b8b3,2021-05-12 07:41:58.946
609b992bb0a428210f5dbedf,609a4f8c49865223af428b73,1,0,2021-05-12 09:00:27.714,2021-05-12 09:00:27.787,6094fa2942852e72de6d5658,2021-05-12 09:00:27.788
609ba973fb46dc238dd06453,609ba9302c245a20c98e0555,1,0,2021-05-12 10:09:55.127,2021-05-12 10:09:55.683,6093b6caf37b7efe8424a477,2021-05-12 10:09:55.684
609baa2c7a0916221d3de628,609ba9c814dca82233ecf920,1,0,2021-05-12 10:13:00.920,2021-05-12 10:13:00.944,6093b6caf37b7efe8424a477,2021-05-12 10:13:00.944
609baa569fd21b23c349d7da,609b678f58404120e03801d4,1,0,2021-05-12 10:13:42.388,2021-05-12 10:13:42.401,6097d9a12f4c41131d66b8b3,2021-05-12 10:13:42.401
609baafe6d3ba12100e798c6,609b2d6262bf3ea603ef35eb,1,0,2021-05-12 10:16:30.410,2021-05-12 10:16:30.438,6094fa2942852e72de6d5658,2021-05-12 10:16:30.438
609bae2d77dc942215bd7f74,609badf0dc5f85220998ceb5,1,0,2021-05-12 10:30:05.256,2021-05-12 10:30:05.278,6093b6caf37b7efe8424a477,2021-05-12 10:30:05.278
609be10458404120e0381d23,609a33acb0a428210f5d0a53,1,0,2021-05-12 14:07:00.028,2021-05-12 14:07:00.062,6093b6caf37b7efe8424a477,2021-05-12 14:07:00.062
609be1e2b4292520f5a3c3dd,6098b693946da8130d466d51,1,0,2021-05-12 14:10:42.234,2021-05-12 14:10:42.247,6093b6caf37b7efe8424a477,2021-05-12 14:10:42.248
609be2c57a0916221d3df36f,6098dbfde556581039222c99,1,0,2021-05-12 14:14:29.806,2021-05-12 14:14:29.821,6093b6caf37b7efe8424a477,2021-05-12 14:14:29.821
609be38bdc5f85220998cebb,609949444c30c0100b1185de,1,0,2021-05-12 14:17:47.635,2021-05-12 14:17:47.667,6093b6caf37b7efe8424a477,2021-05-12 14:17:47.668
609be3ce14dca82233ecf940,609b52a7759b4720d1ed28bc,1,0,2021-05-12 14:18:54.429,2021-05-12 14:18:54.443,6093b6caf37b7efe8424a477,2021-05-12 14:18:54.443
609cc4ca80ebfe3fc7975bfc,609bca2a49865223af43679d,1,0,2021-05-13 06:18:50.672,2021-05-13 06:18:50.762,6097d9dfa33c5c13108d7100,2021-05-13 06:18:50.763
609cc50049865223af438888,609b6e0162bf3ea603ef60b8,1,0,2021-05-13 06:19:44.852,2021-05-13 06:19:44.867,6097d9dfa33c5c13108d7100,2021-05-13 06:19:44.867
609cdace49865223af43a694,609c8aa777dc942215bd9ab9,1,0,2021-05-13 07:52:46.598,2021-05-13 07:52:46.737,6094fa2942852e72de6d5658,2021-05-13 07:52:46.737
609cdb28cf3cb4223190e454,609c88366d3ba12100e798de,1,0,2021-05-13 07:54:16.813,2021-05-13 07:54:16.844,6094fa2942852e72de6d5658,2021-05-13 07:54:16.845
609cdd0ab4292520f5a3fb1c,609cc6d3764931920e60edb9,1,0,2021-05-13 08:02:18.166,2021-05-13 08:02:18.198,6094fa2942852e72de6d5658,2021-05-13 08:02:18.198
609cde5af1da7321f5f9efad,609cc9926d3ba12100e798f6,1,0,2021-05-13 08:07:54.109,2021-05-13 08:07:54.139,6094fa2942852e72de6d5658,2021-05-13 08:07:54.139
609cded822aa5420dbc79005,609ccac7b0a428210f5e2d6f,1,0,2021-05-13 08:10:00.306,2021-05-13 08:10:00.321,6094fa2942852e72de6d5658,2021-05-13 08:10:00.322
609cdf657a0916221d3e212a,609cccab1b20a621f761ae2e,1,0,2021-05-13 08:12:21.512,2021-05-13 08:12:21.525,6094fa2942852e72de6d5658,2021-05-13 08:12:21.525
609cdf9f14dca82233ed3edc,609cd31477dc942215bdd914,1,0,2021-05-13 08:13:19.609,2021-05-13 08:13:19.626,6094fa2942852e72de6d5658,2021-05-13 08:13:19.627
609ce7386d3ba12100e7fce6,609ccc3c548b71237e9e7a67,1,0,2021-05-13 08:45:44.954,2021-05-13 08:45:45.005,6094f9050b00416b02e98fb8,2021-05-13 08:45:45.005
609ce849759b4720d1edd058,609ccf8824353d239ecf070f,1,0,2021-05-13 08:50:17.255,2021-05-13 08:50:17.277,6094f9050b00416b02e98fb8,2021-05-13 08:50:17.278
609cebf84042a820d2db0522,609cd29f24353d239ecf15c7,1,0,2021-05-13 09:06:00.415,2021-05-13 09:06:00.439,6094f9050b00416b02e98fb8,2021-05-13 09:06:00.439
609cf1da77dc942215bdd933,609cd43bdc5f852209992c28,1,0,2021-05-13 09:31:06.485,2021-05-13 09:31:06.613,6094f9050b00416b02e98fb8,2021-05-13 09:31:06.614
609cf9c014dca82233ed5c9c,609cc8582addc520e61d4190,1,0,2021-05-13 10:04:48.438,2021-05-13 10:04:48.518,6093b6caf37b7efe8424a477,2021-05-13 10:04:48.519
609d690214dca82233ed6be9,609befc422aa5420dbc75ae6,1,0,2021-05-13 17:59:30.164,2021-05-13 17:59:30.271,6093b6caf37b7efe8424a477,2021-05-13 17:59:30.272
609d69e514dca82233ed6beb,609ce831fb46dc238dd0b38c,1,0,2021-05-13 18:03:17.905,2021-05-13 18:03:17.914,6093b6caf37b7efe8424a477,2021-05-13 18:03:17.915
609d6d569b82003abf254f64,609ce5ca6d3ba12100e7fce0,1,0,2021-05-13 18:17:58.362,2021-05-13 18:17:58.376,6093b6caf37b7efe8424a477,2021-05-13 18:17:58.376
609d74b46d3ba12100e81a62,609ce77f9b82003abf251ffd,1,0,2021-05-13 18:49:24.167,2021-05-13 18:49:24.205,6093b6caf37b7efe8424a477,2021-05-13 18:49:24.205
609e1897f1da7321f5fa539a,609d08255436ed23b6c89ce4,1,0,2021-05-14 06:28:39.957,2021-05-14 06:28:40.002,6093b6caf37b7efe8424a477,2021-05-14 06:28:40.002
609e195e6d3ba12100e82b28,609ccd9849865223af438892,1,0,2021-05-14 06:31:58.805,2021-05-14 06:31:58.826,6093b6caf37b7efe8424a477,2021-05-14 06:31:58.826
609e1a59fb46dc238dd1155e,609cc60d9fd21b23c349f3bc,1,0,2021-05-14 06:36:09.823,2021-05-14 06:36:09.836,6093b6caf37b7efe8424a477,2021-05-14 06:36:09.837
609e1b2c62bf3ea603eff5df,609cf77fdc5f85220999b66d,1,0,2021-05-14 06:39:40.558,2021-05-14 06:39:40.575,6093b6caf37b7efe8424a477,2021-05-14 06:39:40.576
609e1b8b106a1dc387492bfa,609cf460f1da7321f5f9fc20,1,0,2021-05-14 06:41:15.920,2021-05-14 06:41:15.935,6093b6caf37b7efe8424a477,2021-05-14 06:41:15.936
609e1ee5a3a9e320d7e3b635,609cce6722aa5420dbc78ff3,1,0,2021-05-14 06:55:33.556,2021-05-14 06:55:33.570,6093b6caf37b7efe8424a477,2021-05-14 06:55:33.570
609e2ae0dc5f85220999d357,609e22f877dc942215bdfe92,1,0,2021-05-14 07:46:40.270,2021-05-14 07:46:40.378,6094fa2942852e72de6d5658,2021-05-14 07:46:40.378
609e2d4d62bf3ea603f00587,609cf86f9fd21b23c34a62c6,1,0,2021-05-14 07:57:01.276,2021-05-14 07:57:01.298,6094f9050b00416b02e98fb8,2021-05-14 07:57:01.298
609e3592d5c7ff20b2411961,609e1a9c49865223af43e674,1,0,2021-05-14 08:32:18.681,2021-05-14 08:32:18.753,6097d9a12f4c41131d66b8b3,2021-05-14 08:32:18.753
609e38c049865223af44339b,609e231614dca82233ed7402,1,0,2021-05-14 08:45:52.629,2021-05-14 08:45:52.701,6097d9a12f4c41131d66b8b3,2021-05-14 08:45:52.701
609e3920fb46dc238dd1259e,609e1793548b71237e9eb00e,1,0,2021-05-14 08:47:28.901,2021-05-14 08:47:28.963,6097d9a12f4c41131d66b8b3,2021-05-14 08:47:28.963
609e51c20cc1f1211953b17f,609cea2962bf3ea603efd2ad,1,0,2021-05-14 10:32:34.621,2021-05-14 10:32:34.702,6094fa2942852e72de6d5658,2021-05-14 10:32:34.702
609e51db7a0916221d3e970b,609e1de72addc520e61d9810,1,0,2021-05-14 10:32:59.563,2021-05-14 10:32:59.579,6094fa2942852e72de6d5658,2021-05-14 10:32:59.579
609e51f424353d239ecff025,609e26785436ed23b6c8ba17,1,0,2021-05-14 10:33:24.037,2021-05-14 10:33:24.051,6094fa2942852e72de6d5658,2021-05-14 10:33:24.051
609e5228a3a9e320d7e3d125,609e28b7548b71237e9ebe38,1,0,2021-05-14 10:34:16.672,2021-05-14 10:34:16.696,6094fa2942852e72de6d5658,2021-05-14 10:34:16.697
609e568f0da1ae20f6d51eb6,609e3dab106a1dc387494cf9,1,0,2021-05-14 10:53:03.603,2021-05-14 10:53:03.650,6097d9a12f4c41131d66b8b3,2021-05-14 10:53:03.650
609e590b9fd21b23c34aaba8,609e4c6580ebfe3fc79814ce,1,0,2021-05-14 11:03:40.040,2021-05-14 11:03:40.059,6097d9a12f4c41131d66b8b3,2021-05-14 11:03:40.060
609f777e4042a820d2db7eb1,609e3130fb46dc238dd1259b,1,0,2021-05-15 07:25:50.349,2021-05-15 07:25:50.427,6094fa2942852e72de6d5658,2021-05-15 07:25:50.427
609f78b4580af920dfedd98e,609e382258404120e038eac0,1,0,2021-05-15 07:31:00.033,2021-05-15 07:31:00.047,6094fa2942852e72de6d5658,2021-05-15 07:31:00.048
609f78d414dca82233edca25,609e41d90cc1f121195392d5,1,0,2021-05-15 07:31:32.173,2021-05-15 07:31:32.188,6094fa2942852e72de6d5658,2021-05-15 07:31:32.188
609f79015436ed23b6c8caf4,609f6a20fb46dc238dd125b4,1,0,2021-05-15 07:32:17.030,2021-05-15 07:32:17.043,6094fa2942852e72de6d5658,2021-05-15 07:32:17.043
60a35c05cbbec8f807d83bd0,609f70e177dc942215be2f3d,1,0,2021-05-18 06:17:41.079,2021-05-18 06:17:41.078,6094fa2942852e72de6d5658,2021-05-18 06:17:41.079
60a758bbcbbec8f807149bc7,60a60d233a8fdab3cdac8be3,1,0,2021-05-21 06:52:43.878,2021-05-21 06:52:43.877,6093b6caf37b7efe8424a477,2021-05-21 06:52:43.878
60a75969cbbec8f807152af7,60a614cab298b6b4722c97cc,1,0,2021-05-21 06:55:37.880,2021-05-21 06:55:37.878,6093b6caf37b7efe8424a477,2021-05-21 06:55:37.880
60a75a25cbbec8f807153072,60a62731f2e4d28b7439ccb0,1,0,2021-05-21 06:58:45.102,2021-05-21 06:58:45.101,6093b6caf37b7efe8424a477,2021-05-21 06:58:45.102
60a75bd6cbbec8f807153da5,60a72301f27c21b06aefe0c0,1,0,2021-05-21 07:05:58.699,2021-05-21 07:05:58.699,6093b6caf37b7efe8424a477,2021-05-21 07:05:58.699
60acb9ffcbbec8f8074f83b9,60acb9d2b7e0ea67ef82fdbe,1,0,2021-05-25 08:49:03.034,2021-05-25 08:49:03.034,6094fa2942852e72de6d5658,2021-05-25 08:49:03.034
60acba54cbbec8f8074f862f,60acba3e50981f655f282d21,1,0,2021-05-25 08:50:28.442,2021-05-25 08:50:28.440,6094fa2942852e72de6d5658,2021-05-25 08:50:28.442
60acc98bcbbec8f807570e09,60acc87823255d6723b33ee4,1,0,2021-05-25 09:55:23.157,2021-05-25 09:55:23.157,6094fa2942852e72de6d5658,2021-05-25 09:55:23.157
60acd1b7cbbec8f80759852d,60acd1a6b84b7b67b6b0f3f3,1,0,2021-05-25 10:30:15.866,2021-05-25 10:30:15.866,6097d9dfa33c5c13108d7100,2021-05-25 10:30:15.866
60ae092ecbbec8f80760c81b,60ac842fad913a6579b17aba,1,0,2021-05-26 08:39:10.679,2021-05-26 08:39:10.679,6093b6caf37b7efe8424a477,2021-05-26 08:39:10.679
60ae0984cbbec8f80760cb17,60ac87e429035e6588909c9c,1,0,2021-05-26 08:40:36.475,2021-05-26 08:40:36.474,6093b6caf37b7efe8424a477,2021-05-26 08:40:36.475
60ae09f4cbbec8f80760cf0e,60ac829197a82a6364e3eb17,1,0,2021-05-26 08:42:28.886,2021-05-26 08:42:28.886,6093b6caf37b7efe8424a477,2021-05-26 08:42:28.886
60ae0a12cbbec8f80760cfd5,60ac70acf97fe867c40671b9,1,0,2021-05-26 08:42:58.917,2021-05-26 08:42:58.916,6093b6caf37b7efe8424a477,2021-05-26 08:42:58.917
60ae0a45cbbec8f80760d116,60ac894e6e3ebb6352fb2d10,1,0,2021-05-26 08:43:49.396,2021-05-26 08:43:49.396,6093b6caf37b7efe8424a477,2021-05-26 08:43:49.396
60ae0b80cbbec8f80760daba,60acb0de1793e9634c5c2741,1,0,2021-05-26 08:49:04.442,2021-05-26 08:49:04.441,6093b6caf37b7efe8424a477,2021-05-26 08:49:04.442
60ae0c27cbbec8f80760df7b,60acbdbd97a82a6364e3eb24,1,0,2021-05-26 08:51:51.799,2021-05-26 08:51:51.798,6093b6caf37b7efe8424a477,2021-05-26 08:51:51.799
60ae0d60cbbec8f80760e9a1,60acc4001793e9634c5c274b,1,0,2021-05-26 08:57:04.317,2021-05-26 08:57:04.317,6093b6caf37b7efe8424a477,2021-05-26 08:57:04.317
60ae0d75cbbec8f80760eaba,60acc5c6b2541c6752e065a0,1,0,2021-05-26 08:57:25.653,2021-05-26 08:57:25.651,6093b6caf37b7efe8424a477,2021-05-26 08:57:25.653
60ae0df0cbbec8f80760ed9d,60acc764d22dc56594f8dc4f,1,0,2021-05-26 08:59:28.842,2021-05-26 08:59:28.842,6093b6caf37b7efe8424a477,2021-05-26 08:59:28.842
60ae0e0fcbbec8f80760ee83,60acc0d49607ba65596b9b65,1,0,2021-05-26 08:59:59.638,2021-05-26 08:59:59.637,6093b6caf37b7efe8424a477,2021-05-26 08:59:59.638
60ae0e3ecbbec8f80760f061,60ac8a9bd9db22675d5e1232,1,0,2021-05-26 09:00:46.706,2021-05-26 09:00:46.706,6093b6caf37b7efe8424a477,2021-05-26 09:00:46.706
60ae0e89cbbec8f80760f230,60ac6ac64bf0136387e160fa,1,0,2021-05-26 09:02:01.856,2021-05-26 09:02:01.856,6093b6caf37b7efe8424a477,2021-05-26 09:02:01.856
60ae0f2ecbbec8f80760f703,60ac5deffa91616568de8608,1,0,2021-05-26 09:04:46.964,2021-05-26 09:04:46.964,6093b6caf37b7efe8424a477,2021-05-26 09:04:46.964
60af6080cbbec8f807743562,60af5a4b1793e9634c5c359d,1,0,2021-05-27 09:04:00.836,2021-05-27 09:04:00.836,6094f9050b00416b02e98fb8,2021-05-27 09:04:00.836
60af608fcbbec8f8077435c5,60af4fef1023ca636230d10b,1,0,2021-05-27 09:04:15.458,2021-05-27 09:04:15.458,6094f9050b00416b02e98fb8,2021-05-27 09:04:15.458
60af60a3cbbec8f80774364c,60af4dba5aa6826769fca496,1,0,2021-05-27 09:04:35.662,2021-05-27 09:04:35.662,6094f9050b00416b02e98fb8,2021-05-27 09:04:35.662
60af614fcbbec8f807746155,60a1f0744a40ebb39dad8559,1,0,2021-05-27 09:07:27.149,2021-05-27 09:07:27.149,6094f9050b00416b02e98fb8,2021-05-27 09:07:27.149
60af6536cbbec8f807759478,60a2129e4a40ebb39dad8565,1,0,2021-05-27 09:24:06.278,2021-05-27 09:24:06.278,6094f9050b00416b02e98fb8,2021-05-27 09:24:06.278
60b21b3ccbbec8f8079175ab,60b20feeda78e5633ecfed95,1,0,2021-05-29 10:45:16.637,2021-05-29 10:45:16.636,6093b6caf37b7efe8424a477,2021-05-29 10:45:16.637
60b21bf7cbbec8f807925e4c,60b20b0e4bf0136387e17f92,1,0,2021-05-29 10:48:23.194,2021-05-29 10:48:23.194,6094fa2942852e72de6d5658,2021-05-29 10:48:23.194
60b73411cbbec8f807b1ba80,60b73368d4220d60162db93c,1,0,2021-06-02 07:32:33.771,2021-06-02 07:32:33.770,60b70a79b7e0ea67ef830e64,2021-06-02 07:32:33.771
60b7358bcbbec8f807b1f122,60b73552c7b9a56729168d06,1,0,2021-06-02 07:38:51.635,2021-06-02 07:38:51.634,60b735330fde2d6731eba578,2021-06-02 07:38:51.635
60b85eb9cbbec8f807ba5387,60b20d57b7e0ea67ef82fdf5,1,0,2021-06-03 04:46:49.884,2021-06-03 04:46:49.883,6093b6caf37b7efe8424a477,2021-06-03 04:46:49.884
60cda5d6cbbec8f807bfbb0b,60cc7f9d12cae8e759e4414e,1,0,2021-06-19 08:07:50.906,2021-06-19 08:07:50.905,6094f9050b00416b02e98fb8,2021-06-19 08:07:50.906
60cda5edcbbec8f807bfbb9b,60cc82ef706ccbe7c08b7923,1,0,2021-06-19 08:08:13.066,2021-06-19 08:08:13.064,6094f9050b00416b02e98fb8,2021-06-19 08:08:13.066
60cda624cbbec8f807bfe532,60cc849d9ee625e363f06e4d,1,0,2021-06-19 08:09:08.858,2021-06-19 08:09:08.856,6094f9050b00416b02e98fb8,2021-06-19 08:09:08.858
60cda63ecbbec8f807c007b3,60cc86412290b18942ef3a60,1,0,2021-06-19 08:09:34.325,2021-06-19 08:09:34.325,6094f9050b00416b02e98fb8,2021-06-19 08:09:34.325
60cdafc5cbbec8f807c1e052,60cdad183ddad08ba4e4eba0,1,0,2021-06-19 08:50:13.443,2021-06-19 08:50:13.443,6094f9050b00416b02e98fb8,2021-06-19 08:50:13.443
60cdc33ecbbec8f807d48536,60cdae7b1b6d5fe571acbc1e,1,0,2021-06-19 10:13:18.934,2021-06-19 10:13:18.933,6094f9050b00416b02e98fb8,2021-06-19 10:13:18.934
60cdcfcacbbec8f807df62d3,60cc8d58a6b0f0e3790a0b56,1,0,2021-06-19 11:06:50.269,2021-06-19 11:06:50.268,6094f9050b00416b02e98fb8,2021-06-19 11:06:50.269
60cdd286cbbec8f807dfe1ea,60cdb4fd93656ce7950a706d,1,0,2021-06-19 11:18:30.259,2021-06-19 11:18:30.259,6094f85442852e72de6d5654,2021-06-19 11:18:30.259
60cdd35fcbbec8f807e0de7a,60cdb47b3ddad08ba4e4eba3,1,0,2021-06-19 11:22:07.030,2021-06-19 11:22:07.029,6094f85442852e72de6d5654,2021-06-19 11:22:07.030
60cdd903cbbec8f807e61ac0,60cdb4e8ed8ee5e74ad57406,1,0,2021-06-19 11:46:11.168,2021-06-19 11:46:11.168,6094f85442852e72de6d5654,2021-06-19 11:46:11.168
60cdd91acbbec8f807e62018,60cdb4db991c55e7a532e796,1,0,2021-06-19 11:46:34.427,2021-06-19 11:46:34.426,6094f85442852e72de6d5654,2021-06-19 11:46:34.427
60cde040cbbec8f807eece63,60cddf063f8e8ee371d0788d,1,0,2021-06-19 12:17:04.555,2021-06-19 12:17:04.554,6094fa2942852e72de6d5658,2021-06-19 12:17:04.555
60cde1abcbbec8f807ef0a99,60cde05a2547e4e7a43f969a,1,0,2021-06-19 12:23:07.746,2021-06-19 12:23:07.745,6094fa2942852e72de6d5658,2021-06-19 12:23:07.746
60cde444cbbec8f807f1b823,60cde30b7504f5e57f68afd2,1,0,2021-06-19 12:34:12.313,2021-06-19 12:34:12.313,6094fa2942852e72de6d5658,2021-06-19 12:34:12.313
60cde8cbcbbec8f807f507e6,60c9aa497504f5e57f686716,1,0,2021-06-19 12:53:31.190,2021-06-19 12:53:31.189,6094fa2942852e72de6d5658,2021-06-19 12:53:31.190
60cde8ebcbbec8f807f50b46,60c9b3a8fcf703e758683202,1,0,2021-06-19 12:54:03.346,2021-06-19 12:54:03.345,6094fa2942852e72de6d5658,2021-06-19 12:54:03.346
60cde8fecbbec8f807f50e52,60caf504ed8ee5e74ad4f3b7,1,0,2021-06-19 12:54:22.590,2021-06-19 12:54:22.590,6094fa2942852e72de6d5658,2021-06-19 12:54:22.590
60cde92fcbbec8f807f519fe,60cc23c53f8e8ee371d00631,1,0,2021-06-19 12:55:11.012,2021-06-19 12:55:11.012,6094fa2942852e72de6d5658,2021-06-19 12:55:11.012
60cde94ccbbec8f807f52220,60ac8383ad913a6579b17ab9,1,0,2021-06-19 12:55:41.015,2021-06-19 12:55:41.014,6094fa2942852e72de6d5658,2021-06-19 12:55:41.015
60cdeab8cbbec8f807f59fcf,60cc266ca6b0f0e37909fe8c,1,0,2021-06-19 13:01:44.308,2021-06-19 13:01:44.308,6094fa2942852e72de6d5658,2021-06-19 13:01:44.308
60cdec42cbbec8f807f6675e,60cc2b132f8db7e794bfb1eb,1,0,2021-06-19 13:08:18.273,2021-06-19 13:08:18.272,6094fa2942852e72de6d5658,2021-06-19 13:08:18.273
60ce3157cbbec8f807fab18c,60ce27a136216de3836d9342,1,0,2021-06-19 18:03:03.312,2021-06-19 18:03:03.310,6097d9a12f4c41131d66b8b3,2021-06-19 18:03:03.312
60cf0b5ccbbec8f80741b0cd,60ceec01a8b9a4e76c7bf341,1,0,2021-06-20 09:33:16.958,2021-06-20 09:33:16.957,6097d9a12f4c41131d66b8b3,2021-06-20 09:33:16.958
60cf0f83cbbec8f8074621b8,60cef0710c4ed7e597414b67,1,0,2021-06-20 09:50:59.696,2021-06-20 09:50:59.696,6094fa2942852e72de6d5658,2021-06-20 09:50:59.696
60cf11a7cbbec8f80746788a,60a71f84760f54b088cd2b70,1,0,2021-06-20 10:00:07.413,2021-06-20 10:00:07.412,6097d9a12f4c41131d66b8b3,2021-06-20 10:00:07.413
60cf11bacbbec8f807467b4c,60a621b59c8cbfb482cee4bc,1,0,2021-06-20 10:00:26.641,2021-06-20 10:00:26.640,6097d9a12f4c41131d66b8b3,2021-06-20 10:00:26.641
